customer_id,txn_date,amount,category
CUST03750,2022-12-27,178.4,Dining
CUST03750,2024-08-16,122.53,Dining
CUST03750,2021-11-21,249.16,Travel
CUST03750,2022-04-30,109.8,Grocery
CUST03750,2023-12-03,216.47,Travel
CUST03750,2022-04-22,324.54,Dining
CUST03750,2023-11-18,27.92,Grocery
CUST03750,2022-02-27,241.06,Electronics
CUST03750,2024-11-26,115.05,Dining
CUST03750,2023-08-17,170.95,Clothing
CUST03750,2021-12-18,79.66,Electronics
CUST03750,2025-05-01,23.39,Travel
CUST03750,2024-03-22,42.58,Electronics
CUST03750,2024-08-06,20.4,Travel
CUST03750,2025-01-04,29.23,Electronics
CUST03750,2022-09-11,23.02,Electronics
CUST03750,2025-03-09,176.77,Electronics
CUST03750,2025-08-01,24.49,Travel
CUST03750,2023-10-30,285.47,Dining
CUST03750,2022-07-06,66.36,Travel
CUST03750,2025-05-14,30.0,Clothing
CUST03750,2023-12-06,27.89,Grocery
CUST03750,2022-03-23,27.05,Electronics
CUST03750,2021-09-08,65.04,Grocery
CUST03750,2022-10-16,166.57,Dining
CUST03750,2024-11-24,20.09,Travel
CUST03750,2021-11-13,79.78,Electronics
CUST03750,2024-09-14,9.48,Travel
CUST03750,2022-08-18,35.08,Dining
CUST03750,2025-01-26,101.12,Electronics
CUST03750,2024-04-20,109.95,Travel
CUST03750,2023-09-03,16.91,Dining
CUST03750,2024-08-24,106.43,Electronics
CUST03750,2025-02-24,45.86,Electronics
CUST03750,2025-06-24,157.48,Grocery
CUST03750,2022-01-31,42.72,Electronics
CUST03750,2024-10-27,238.16,Dining
CUST03750,2024-12-31,290.04,Clothing
CUST03750,2024-10-31,11.27,Clothing
CUST03750,2022-06-17,31.51,Clothing
CUST03750,2024-12-01,19.53,Clothing
CUST03750,2022-07-14,102.37,Grocery
CUST03750,2025-05-15,198.69,Electronics
CUST03750,2022-01-30,36.54,Grocery
CUST03750,2024-04-27,24.23,Grocery
CUST03750,2023-12-10,144.3,Electronics
CUST03750,2024-06-01,8.29,Clothing
CUST03750,2023-06-08,24.37,Dining
CUST03750,2021-12-03,29.92,Grocery
CUST03750,2025-01-04,7.36,Electronics
CUST03750,2022-08-08,245.26,Grocery
CUST03750,2025-03-03,237.37,Travel
CUST03750,2024-10-30,160.56,Travel
CUST03750,2023-09-25,197.96,Travel
CUST03750,2024-10-13,192.52,Electronics
CUST03750,2022-06-04,125.11,Dining
CUST03750,2022-06-25,18.89,Dining
CUST03750,2022-11-12,51.61,Dining
CUST03750,2023-02-25,133.48,Electronics
CUST03750,2024-10-14,8.27,Clothing
CUST03750,2025-03-26,162.5,Grocery
CUST03750,2024-10-02,113.74,Clothing
CUST03750,2022-06-16,53.89,Grocery
CUST03750,2023-05-16,44.44,Dining
CUST03750,2022-06-11,36.41,Grocery
CUST03750,2025-05-19,10.68,Dining
CUST03750,2024-02-01,160.71,Travel
CUST03750,2022-10-02,28.25,Travel
CUST03750,2025-04-27,13.92,Electronics
CUST03750,2024-06-16,62.31,Travel
CUST03750,2024-03-29,36.95,Clothing
CUST03750,2023-12-06,116.57,Grocery
CUST03750,2024-11-09,42.44,Dining
CUST03750,2022-09-03,283.39,Travel
CUST03750,2024-10-14,123.94,Clothing
CUST03750,2021-10-21,14.08,Travel
CUST03750,2023-12-31,60.25,Grocery
CUST03750,2022-04-18,14.76,Electronics
CUST03750,2025-02-09,60.65,Electronics
CUST03750,2023-09-15,97.46,Travel
CUST03750,2023-07-16,254.55,Electronics
CUST03750,2025-02-15,137.87,Electronics
CUST03750,2023-11-18,171.43,Clothing
CUST03750,2025-07-10,14.74,Clothing
CUST03750,2023-01-14,150.48,Electronics
CUST03750,2024-07-22,9.58,Electronics
CUST03750,2024-01-22,91.99,Dining
CUST03751,2025-03-20,19.57,Clothing
CUST03751,2024-05-25,180.51,Clothing
CUST03751,2025-06-29,134.17,Clothing
CUST03751,2025-03-14,44.27,Grocery
CUST03751,2024-12-02,120.51,Travel
CUST03751,2025-04-30,53.5,Clothing
CUST03751,2025-03-31,64.71,Grocery
CUST03751,2024-11-21,106.76,Electronics
CUST03751,2025-08-01,178.66,Electronics
CUST03751,2024-09-23,65.32,Clothing
CUST03751,2024-03-24,49.36,Clothing
CUST03751,2024-10-08,5.94,Dining
CUST03751,2024-11-11,12.17,Electronics
CUST03751,2025-04-02,56.62,Clothing
CUST03751,2025-03-10,214.45,Electronics
CUST03751,2024-05-07,15.64,Clothing
CUST03751,2024-05-25,19.75,Electronics
CUST03751,2024-04-08,124.6,Clothing
CUST03751,2024-04-11,29.45,Electronics
CUST03751,2024-05-27,23.09,Clothing
CUST03751,2024-09-28,21.15,Clothing
CUST03751,2024-09-12,40.55,Dining
CUST03751,2024-03-21,92.26,Grocery
CUST03751,2024-10-22,68.43,Grocery
CUST03751,2024-12-06,90.71,Dining
CUST03751,2024-06-18,72.55,Travel
CUST03751,2024-11-19,103.48,Dining
CUST03751,2025-03-15,133.62,Grocery
CUST03751,2025-06-29,53.72,Clothing
CUST03751,2025-01-06,16.8,Grocery
CUST03751,2024-07-05,30.53,Clothing
CUST03751,2024-10-31,57.18,Electronics
CUST03751,2024-11-17,88.75,Travel
CUST03751,2024-10-26,64.81,Electronics
CUST03751,2024-04-19,95.41,Clothing
CUST03751,2024-08-29,27.86,Travel
CUST03751,2024-06-09,47.63,Grocery
CUST03751,2025-05-08,77.14,Electronics
CUST03751,2025-02-26,14.31,Travel
CUST03751,2025-05-25,29.38,Dining
CUST03751,2025-04-02,49.66,Clothing
CUST03751,2025-05-24,151.26,Clothing
CUST03751,2024-11-06,34.02,Travel
CUST03751,2025-05-13,25.83,Travel
CUST03751,2024-07-22,56.53,Electronics
CUST03751,2024-05-18,34.46,Dining
CUST03751,2024-05-05,68.98,Electronics
CUST03751,2024-07-30,42.93,Grocery
CUST03751,2024-06-26,69.16,Grocery
CUST03751,2025-04-10,38.48,Clothing
CUST03751,2025-07-24,65.97,Electronics
CUST03751,2025-07-14,45.49,Dining
CUST03751,2025-04-05,35.62,Clothing
CUST03751,2025-07-30,9.45,Grocery
CUST03751,2024-10-29,116.7,Dining
CUST03751,2024-12-24,289.09,Electronics
CUST03751,2025-06-11,46.33,Clothing
CUST03751,2025-03-26,32.16,Travel
CUST03751,2024-04-07,69.14,Electronics
CUST03751,2025-05-09,23.02,Clothing
CUST03751,2025-07-20,22.13,Grocery
CUST03751,2024-12-10,91.81,Electronics
CUST03751,2024-09-05,69.16,Dining
CUST03751,2025-01-07,39.82,Dining
CUST03751,2024-06-08,122.65,Electronics
CUST03751,2024-09-26,282.86,Grocery
CUST03751,2024-05-22,101.22,Dining
CUST03751,2025-03-17,108.42,Grocery
CUST03751,2025-07-23,382.95,Travel
CUST03751,2024-09-03,61.29,Travel
CUST03751,2025-07-24,61.6,Electronics
CUST03751,2024-07-07,55.53,Electronics
CUST03751,2024-08-14,119.97,Dining
CUST03751,2024-10-23,93.49,Clothing
CUST03751,2024-11-19,125.56,Grocery
CUST03751,2025-03-30,70.27,Travel
CUST03751,2024-06-10,190.2,Clothing
CUST03751,2024-04-03,84.5,Dining
CUST03751,2024-08-26,7.76,Travel
CUST03751,2024-04-19,37.36,Dining
CUST03751,2024-11-29,242.63,Clothing
