customer_id,txn_date,amount,category
CUST03501,2025-02-26,73.48,Electronics
CUST03501,2024-03-27,66.56,Dining
CUST03501,2025-07-23,55.45,Clothing
CUST03501,2025-03-17,112.5,Dining
CUST03501,2024-11-03,18.13,Dining
CUST03501,2024-12-14,181.36,Clothing
CUST03501,2024-01-24,20.59,Grocery
CUST03501,2024-05-16,121.39,Dining
CUST03501,2023-10-06,52.38,Travel
CUST03501,2024-04-23,76.12,Clothing
CUST03501,2024-07-28,216.42,Clothing
CUST03501,2024-04-23,353.31,Electronics
CUST03501,2025-02-01,25.78,Travel
CUST03501,2024-10-23,8.42,Electronics
CUST03501,2024-03-08,234.89,Dining
CUST03501,2024-06-25,50.87,Clothing
CUST03501,2024-08-16,5.59,Clothing
CUST03501,2023-10-02,64.48,Dining
CUST03501,2024-03-04,186.13,Dining
CUST03501,2024-11-14,59.61,Grocery
CUST03501,2024-03-02,153.42,Clothing
CUST03502,2024-10-20,161.11,Electronics
CUST03502,2024-07-19,123.7,Dining
CUST03502,2023-05-10,97.31,Travel
CUST03502,2022-05-09,102.91,Travel
CUST03502,2024-03-07,27.85,Clothing
CUST03502,2022-10-14,10.68,Travel
CUST03502,2024-10-08,27.83,Travel
CUST03502,2022-09-05,72.7,Dining
CUST03502,2021-06-30,25.28,Electronics
CUST03502,2021-02-07,111.44,Travel
CUST03502,2023-03-31,94.89,Grocery
CUST03502,2024-11-27,17.81,Grocery
CUST03502,2023-08-12,63.61,Clothing
CUST03502,2022-10-04,22.9,Travel
CUST03502,2021-07-02,652.57,Dining
CUST03502,2023-08-08,60.8,Dining
CUST03502,2024-02-11,63.95,Travel
CUST03502,2025-06-11,64.82,Clothing
CUST03502,2025-05-24,14.26,Electronics
CUST03502,2022-06-08,11.19,Grocery
CUST03502,2021-10-26,137.92,Grocery
CUST03502,2023-02-05,84.51,Clothing
CUST03502,2021-11-30,204.57,Travel
CUST03502,2022-11-23,72.57,Travel
CUST03502,2024-10-27,58.09,Electronics
CUST03502,2022-06-28,92.08,Electronics
CUST03502,2022-03-26,131.1,Electronics
CUST03502,2022-10-13,91.42,Electronics
CUST03502,2024-12-01,38.32,Travel
CUST03502,2021-07-12,214.39,Clothing
CUST03502,2024-09-08,9.8,Grocery
CUST03502,2023-12-02,58.0,Travel
CUST03502,2021-08-21,10.17,Clothing
CUST03502,2020-12-17,42.6,Travel
CUST03502,2023-03-22,38.52,Clothing
CUST03502,2023-07-04,189.74,Travel
CUST03502,2021-11-20,22.58,Dining
CUST03502,2021-07-29,37.14,Travel
CUST03502,2023-04-13,88.42,Travel
CUST03502,2021-06-13,87.02,Travel
CUST03502,2021-03-30,17.27,Clothing
CUST03502,2023-05-14,47.51,Clothing
CUST03502,2024-11-13,51.57,Electronics
CUST03502,2024-02-10,62.89,Grocery
CUST03502,2021-05-28,270.89,Grocery
CUST03502,2021-12-15,15.13,Dining
CUST03502,2025-03-19,63.36,Electronics
CUST03502,2023-08-15,48.26,Grocery
CUST03502,2023-11-07,5.07,Dining
CUST03502,2025-07-29,253.3,Dining
CUST03502,2022-05-20,47.89,Dining
CUST03502,2022-08-24,149.11,Grocery
CUST03502,2020-10-17,49.49,Electronics
CUST03502,2022-03-22,8.93,Dining
CUST03502,2025-05-13,14.41,Clothing
CUST03502,2021-02-06,7.36,Travel
CUST03502,2022-08-07,196.65,Dining
CUST03502,2021-05-16,12.93,Electronics
CUST03502,2022-05-29,5.57,Grocery
CUST03502,2024-04-20,15.3,Travel
CUST03502,2022-12-24,39.47,Clothing
CUST03502,2021-09-13,215.07,Dining
CUST03502,2023-11-24,44.37,Travel
CUST03502,2020-11-02,16.26,Grocery
CUST03502,2021-12-24,130.6,Clothing
CUST03502,2021-12-15,27.79,Electronics
CUST03502,2023-09-18,68.22,Grocery
CUST03502,2023-10-01,48.81,Electronics
CUST03502,2021-08-23,21.13,Clothing
CUST03502,2022-05-06,129.52,Dining
CUST03502,2022-11-11,141.67,Travel
CUST03502,2025-02-01,5.84,Dining
CUST03502,2021-02-11,16.84,Grocery
CUST03502,2020-11-14,15.57,Clothing
CUST03502,2020-12-26,49.5,Electronics
CUST03502,2022-06-14,110.2,Travel
CUST03502,2025-06-06,247.05,Grocery
CUST03502,2024-02-10,118.74,Clothing
CUST03502,2024-06-16,5.2,Grocery
CUST03502,2024-11-22,33.09,Travel
CUST03502,2021-11-20,183.1,Electronics
CUST03502,2021-09-02,76.53,Dining
CUST03502,2024-04-25,106.53,Dining
CUST03502,2022-01-22,111.18,Grocery
CUST03502,2023-12-24,33.72,Travel
CUST03502,2023-04-03,100.86,Travel
CUST03502,2023-04-28,17.45,Grocery
CUST03502,2024-12-01,16.42,Dining
CUST03502,2024-02-16,10.31,Clothing
CUST03502,2021-10-08,39.66,Grocery
CUST03502,2025-06-14,27.57,Grocery
CUST03502,2021-05-24,75.66,Clothing
CUST03502,2024-09-28,33.84,Clothing
CUST03502,2022-07-16,112.54,Electronics
CUST03502,2022-11-03,174.25,Clothing
CUST03502,2020-12-19,12.26,Electronics
CUST03502,2023-09-26,312.4,Grocery
CUST03502,2024-09-16,21.04,Dining
CUST03502,2023-05-08,61.17,Grocery
CUST03502,2025-04-02,174.5,Grocery
CUST03502,2020-12-19,65.96,Travel
CUST03502,2021-08-21,5.07,Electronics
CUST03502,2023-12-03,88.01,Grocery
CUST03502,2024-12-27,89.26,Electronics
CUST03502,2024-01-28,80.45,Clothing
CUST03502,2022-02-02,11.5,Electronics
CUST03502,2022-05-23,27.71,Clothing
CUST03503,2025-07-02,86.8,Dining
CUST03503,2024-03-20,117.37,Clothing
CUST03503,2024-05-04,119.78,Electronics
CUST03503,2022-03-04,459.82,Grocery
CUST03503,2022-03-28,12.86,Clothing
CUST03503,2022-07-04,53.08,Clothing
CUST03503,2024-11-01,94.79,Clothing
CUST03503,2024-02-15,55.63,Clothing
CUST03503,2025-02-19,71.2,Electronics
CUST03503,2024-09-25,68.8,Electronics
CUST03503,2024-08-07,383.83,Travel
CUST03503,2024-12-19,87.01,Electronics
CUST03503,2022-04-16,96.72,Electronics
CUST03503,2023-01-19,841.11,Clothing
CUST03503,2024-12-18,266.84,Dining
CUST03503,2025-05-30,202.45,Dining
CUST03503,2024-05-11,37.09,Electronics
CUST03503,2023-07-03,33.36,Travel
CUST03503,2025-04-12,205.13,Travel
CUST03503,2021-10-15,256.79,Clothing
CUST03503,2025-06-28,14.44,Travel
CUST03503,2024-02-16,9.24,Travel
CUST03503,2025-02-01,35.65,Grocery
CUST03503,2023-12-08,35.96,Electronics
CUST03503,2025-05-18,83.12,Travel
CUST03503,2023-09-19,32.89,Electronics
CUST03503,2023-02-28,96.39,Grocery
CUST03503,2022-11-18,34.28,Dining
CUST03503,2025-03-08,33.52,Grocery
CUST03503,2023-01-29,61.12,Electronics
CUST03503,2025-05-30,215.53,Dining
CUST03503,2022-11-01,102.84,Travel
CUST03503,2023-01-12,139.03,Grocery
CUST03503,2022-12-01,109.31,Clothing
CUST03503,2025-04-30,204.99,Clothing
CUST03503,2023-01-30,129.49,Dining
CUST03503,2025-05-01,47.37,Grocery
CUST03503,2025-05-04,65.48,Grocery
CUST03503,2024-06-13,44.68,Dining
CUST03503,2023-05-31,22.57,Dining
CUST03503,2023-04-19,17.62,Grocery
CUST03503,2022-11-06,83.02,Travel
CUST03503,2024-05-06,254.67,Travel
CUST03503,2023-03-06,14.29,Electronics
CUST03503,2024-01-28,438.73,Electronics
CUST03503,2022-10-06,17.99,Clothing
CUST03503,2022-04-29,59.81,Electronics
