customer_id,txn_date,amount,category
CUST03000,2022-06-25,131.41,Grocery
CUST03000,2023-10-22,141.96,Travel
CUST03000,2024-07-01,17.18,Clothing
CUST03000,2022-01-28,91.47,Grocery
CUST03000,2025-03-08,8.14,Electronics
CUST03000,2022-05-17,45.95,Dining
CUST03000,2022-12-26,50.9,Grocery
CUST03000,2022-02-21,41.3,Clothing
CUST03000,2024-02-05,113.4,Electronics
CUST03000,2024-03-10,83.19,Dining
CUST03000,2023-09-17,57.25,Grocery
CUST03000,2023-06-18,19.83,Electronics
CUST03000,2022-03-26,19.21,Grocery
CUST03000,2025-06-30,8.66,Dining
CUST03000,2022-12-08,86.21,Electronics
CUST03000,2023-05-10,61.38,Travel
CUST03000,2023-08-05,24.93,Clothing
CUST03000,2022-06-19,16.43,Travel
CUST03000,2025-03-02,23.33,Grocery
CUST03000,2022-12-18,18.16,Clothing
CUST03000,2025-07-05,68.22,Dining
CUST03000,2025-02-13,21.3,Clothing
CUST03000,2024-01-06,9.97,Clothing
CUST03000,2025-02-09,106.38,Clothing
CUST03000,2023-06-06,81.5,Clothing
CUST03000,2023-03-31,17.42,Clothing
CUST03000,2024-08-22,122.58,Travel
CUST03000,2022-09-02,80.04,Dining
CUST03000,2024-07-06,5.27,Clothing
CUST03000,2025-03-11,56.74,Dining
CUST03000,2021-12-19,85.58,Clothing
CUST03000,2024-10-09,113.86,Electronics
CUST03000,2025-06-19,85.1,Travel
CUST03000,2023-11-16,70.24,Electronics
CUST03001,2022-10-01,116.4,Grocery
CUST03001,2025-01-27,255.52,Travel
CUST03001,2025-02-17,121.86,Travel
CUST03001,2025-02-14,12.12,Dining
CUST03001,2023-01-01,11.35,Travel
CUST03001,2024-01-29,26.63,Dining
CUST03001,2023-11-09,30.02,Travel
CUST03001,2024-07-09,60.41,Electronics
CUST03001,2023-10-05,61.56,Grocery
CUST03001,2023-02-06,31.23,Clothing
CUST03001,2023-11-01,32.41,Electronics
CUST03001,2023-05-06,23.67,Grocery
CUST03001,2024-10-13,27.45,Travel
CUST03001,2025-02-28,98.15,Grocery
CUST03001,2023-01-26,14.76,Electronics
CUST03001,2024-10-16,17.32,Dining
CUST03001,2025-07-09,297.6,Clothing
CUST03001,2024-04-05,10.12,Clothing
CUST03001,2025-05-07,149.45,Clothing
CUST03001,2022-10-08,14.81,Travel
CUST03001,2025-05-04,76.95,Travel
CUST03001,2022-06-03,29.73,Dining
CUST03001,2024-12-22,70.84,Electronics
CUST03001,2025-06-30,193.37,Dining
CUST03001,2023-06-05,57.11,Electronics
CUST03001,2023-01-29,79.07,Clothing
CUST03001,2024-07-28,184.65,Grocery
CUST03001,2024-02-22,89.44,Electronics
CUST03001,2024-08-29,13.63,Electronics
CUST03001,2022-06-30,170.32,Clothing
CUST03001,2025-01-17,127.51,Clothing
CUST03001,2023-01-10,22.85,Grocery
CUST03001,2023-05-28,147.26,Travel
CUST03001,2023-08-08,27.07,Dining
CUST03001,2024-05-17,47.07,Clothing
CUST03001,2022-11-09,5.02,Grocery
CUST03001,2024-07-04,33.8,Dining
CUST03001,2023-02-22,29.35,Dining
CUST03001,2023-02-20,169.29,Grocery
CUST03001,2025-07-29,52.1,Travel
CUST03001,2022-06-28,17.41,Clothing
CUST03001,2025-04-10,18.92,Dining
CUST03001,2025-07-09,18.58,Travel
CUST03001,2023-07-10,40.38,Clothing
CUST03001,2023-10-22,92.62,Clothing
CUST03001,2023-11-13,64.29,Grocery
CUST03001,2024-09-14,42.85,Clothing
CUST03001,2024-03-16,84.41,Clothing
CUST03001,2023-07-28,27.14,Grocery
CUST03001,2022-06-25,46.07,Dining
CUST03001,2024-01-10,11.69,Dining
CUST03001,2023-01-28,43.0,Travel
CUST03001,2023-10-01,6.48,Travel
CUST03001,2024-01-06,110.3,Electronics
CUST03001,2024-05-14,81.55,Grocery
CUST03001,2025-06-11,10.85,Grocery
CUST03001,2023-10-09,178.17,Grocery
CUST03001,2023-09-13,17.13,Clothing
CUST03001,2024-05-24,34.9,Electronics
CUST03001,2023-04-26,5.34,Travel
CUST03001,2024-01-29,74.38,Clothing
CUST03001,2023-11-18,192.36,Clothing
CUST03001,2024-05-14,83.28,Clothing
CUST03001,2025-06-27,63.33,Travel
CUST03001,2023-06-08,31.41,Clothing
CUST03001,2024-04-11,62.26,Grocery
CUST03001,2025-06-28,64.29,Travel
CUST03001,2024-08-29,144.09,Clothing
CUST03001,2024-12-24,17.61,Grocery
CUST03001,2024-05-20,30.74,Grocery
CUST03001,2023-07-05,83.36,Travel
CUST03001,2023-11-05,120.4,Dining
CUST03001,2023-11-23,118.88,Electronics
CUST03001,2024-11-23,195.85,Clothing
CUST03001,2023-07-04,51.78,Clothing
CUST03001,2024-04-16,56.13,Dining
CUST03001,2024-05-15,40.78,Clothing
CUST03001,2023-10-26,66.78,Travel
CUST03001,2024-10-09,16.47,Clothing
CUST03001,2025-03-29,366.0,Travel
CUST03001,2024-04-07,40.26,Travel
CUST03001,2023-05-06,172.82,Electronics
CUST03001,2023-07-27,16.74,Clothing
CUST03001,2024-11-22,33.95,Travel
CUST03001,2024-05-04,145.63,Travel
CUST03001,2023-05-25,58.29,Travel
CUST03001,2022-08-29,69.51,Travel
CUST03001,2022-08-09,61.18,Dining
CUST03001,2022-12-23,182.33,Electronics
CUST03001,2025-01-06,157.77,Dining
CUST03002,2022-12-15,29.46,Dining
CUST03002,2024-03-29,36.56,Dining
CUST03002,2022-07-17,85.28,Travel
CUST03002,2024-11-04,30.06,Grocery
CUST03002,2023-01-01,50.89,Travel
CUST03002,2024-01-05,12.08,Grocery
CUST03002,2025-06-11,105.97,Clothing
CUST03002,2024-08-07,196.61,Clothing
CUST03002,2023-12-25,31.72,Clothing
CUST03002,2024-01-29,211.12,Clothing
CUST03002,2024-10-19,12.97,Travel
CUST03002,2022-06-24,117.21,Dining
CUST03002,2024-09-01,25.44,Travel
CUST03002,2023-11-28,87.98,Dining
CUST03002,2023-04-15,17.88,Grocery
CUST03002,2023-12-23,53.39,Electronics
CUST03002,2023-02-16,65.77,Electronics
CUST03002,2022-06-12,127.27,Travel
CUST03002,2024-09-30,79.88,Electronics
CUST03002,2024-10-15,41.76,Grocery
CUST03002,2022-11-17,55.46,Dining
CUST03002,2023-02-26,21.03,Clothing
CUST03002,2024-08-14,24.71,Travel
CUST03002,2024-08-04,200.95,Electronics
CUST03002,2025-02-19,14.75,Travel
CUST03002,2025-07-07,131.43,Dining
CUST03002,2022-10-21,28.01,Travel
CUST03002,2023-12-19,21.83,Travel
CUST03002,2023-05-08,10.62,Travel
